Ownership Name,DBA Name,Street Address,City,State,Business Start Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code Description,Parking Tax,Transient Occupancy Tax,Supervisor District,Neighborhoods - Analysis Boundaries,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
Arg Conservation Services,Arg Conservation Services,Pier 9 107,San+francisco,CA,4/30/02,4/30/02,,9 Pier,San Francisco,94111,CA,Construction,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39719 37.800415),77,6,3,8,77
Gc Fire System Services,Gc Fire System Services,3121 Vermilion Court,San+jose,CA,9/20/19,9/20/19,8/31/20,,,,,Construction,FALSE,FALSE,,,POINT (-121.78224 37.313713),,,,,
Cityspan Technologies,Cityspan Technologies,2054 University Ave 5f,Berkeley,CA,12/1/03,8/1/10,3/16/21,2021 Fillmore St 127 #,San Francisco,94115,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,POINT (-122.269394 37.87161),,,,,
Caftec Inc,Caftec Inc,3450 3rd St Ste 4f,San+francisco,CA,5/1/88,5/1/88,,3450 3rd St Ste 4f,San Francisco,94124,CA,,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.387794 37.745728),56,2,9,1,56
Emeric Goodman Assoc,Emeric Goodman Assoc,1117 Geary Blvd,San Francisco,CA,2/1/84,2/1/84,,Po Box 2210,San Francisco,94126,CA,Accommodations,FALSE,FALSE,5,Western Addition,POINT (-122.42173 37.785618),100,4,11,39,100
Cba Site Services Inc,Cba Site Services Inc,75 Lauritzen Ln,Oakley,CA,1/30/13,1/30/13,,11387 Pyrites Way B Ste,Gold River,95670,CA,Construction,FALSE,FALSE,,,POINT (-121.747765 38.01815),,,,,
Propark America West Llc,Propark America West Llc,550 Geary Blvd,San+francisco,CA,8/1/01,11/1/12,4/6/13,Po Box 204,San Francisco,94104,CA,,FALSE,FALSE,1,Outer Richmond,POINT (-122.474945 37.780487),5,8,4,29,5
San Francisco Institute Of Est,San Francisco Institute Of Est,1067 Folsom St,San Francisco,CA,5/7/02,5/7/02,,1067 Folsom St,San Francisco,94103,CA,Private Education and Health Services,FALSE,FALSE,6,South of Market,POINT (-122.40713 37.77727),32,1,10,34,32
Millennium Partners Mgmt Llc,Millennium Partners Marketing,1995 Broadway  Fl 3,New+york,NY,1/1/01,1/1/01,,1995 Broadway Fl 3,New York,10023,NY,,FALSE,FALSE,,,POINT (-73.98266 40.775467),,,,,
Bartoli Adrian G,San Francisco Pain Mgnt Center,3555 Army St Main O R,San+francisco,CA,7/1/02,7/1/02,,434 Victoria St,San Francisco,94132,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,9,Bernal Heights,POINT (-122.42091 37.747993),83,3,2,2,83
Hellman & Friedman Llc,Hellman & Friedman Llc,415 Mission St Ste 5700,San Francisco,CA,1/15/05,1/1/19,,415 Mission St Fl 57,San Francisco,94105,CA,Financial Services,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39685 37.7903),32,1,10,8,32
Ronan Vincenza P,Vp Interiors,8 Meadowbrook Dr,San Francisco,CA,6/1/13,10/1/14,11/26/19,1273 29th Ave,San Francisco,94122,CA,,FALSE,FALSE,7,Sunset/Parkside,POINT (-122.484604 37.73403),62,10,8,35,62
Loewe Paul E,Loewe Rentals Company,2527 42nd Ave San Francisco Ca,San Francisco,CA,6/5/09,6/5/09,12/31/17,,,,,Accommodations,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.50019 37.73956),39,10,7,35,39
Viet Dung Tran,Urban Nursery,330 Faxon Ave,San Francisco,CA,2/19/21,2/19/21,,330 Faxon Ave,San Francisco,94112,CA,,FALSE,FALSE,11,Oceanview/Merced/Ingleside,POINT (-122.46019 37.72061),64,10,1,24,64
Young Clayton C,Finishworks Of Sf,115 Hunters Point Shipyd,San Francisco,CA,1/1/87,1/1/87,,72 Coleridge St,San Francisco,94110,CA,Multiple,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.37698 37.73381),76,2,9,1,76
Mowles Arlene,Arlene Mowles,639 Ellsworth St,San Francisco,CA,1/1/95,5/19/00,11/22/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,9,Bernal Heights,POINT (-122.41484 37.73549),83,9,2,2,83
Toy Chester F & Valerie Y,4843-4845 Mission St Building,4843 Mission St,San Francisco,CA,1/1/88,1/1/88,,1867 30th Ave,San Francisco,94122,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,11,Excelsior,POINT (-122.43762 37.72084),90,9,1,7,90
Boyer Cecilia,Cecilia's Day Care,2650 46th Ave,San Francisco,CA,6/19/02,6/19/02,,2650 46th Ave,San Francisco,94116,CA,,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.50426 37.737103),40,10,7,35,40
Abbe Matilda,Ballet With Miss Tilly,5495 California St,San Francisco,CA,10/1/01,10/1/01,,3119 California St,San Francisco,94115,CA,,FALSE,FALSE,1,Outer Richmond,POINT (-122.47629 37.784252),5,8,4,29,5
J S Guerin & Company Inc,J S Guerin & Company Inc,552 Berry St,San Francisco,CA,2/1/09,2/1/09,1/16/17,25 Division St Ste 103,San Francisco,94103,CA,Wholesale Trade,FALSE,FALSE,10,Mission Bay,POINT (-122.40107 37.769726),33,1,9,4,33
Wolheim Christine A,Cobalt Designs,787 11th Ave Apt 2,San Francisco,CA,4/24/09,4/24/09,,787 11th Ave Apt 2,San Francisco,94118,CA,,FALSE,FALSE,1,Inner Richmond,POINT (-122.46915 37.773552),5,8,4,11,5
Aroonchaipirom Prapas,Chantana,2254 25th Ave,San Francisco,CA,7/19/02,7/1/09,,2254 25th Ave,San Francisco,94116,CA,Accommodations,FALSE,TRUE,4,Sunset/Parkside,POINT (-122.48228 37.74548),40,10,7,35,40
Sakada Inc,Our Place Learning Center,451 Ashbury St,San Francisco,CA,8/1/02,9/1/10,,449 Ashbury St,San Francisco,94117,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,5,Haight Ashbury,POINT (-122.44725 37.771393),25,7,11,3,25
Facebook Inc,"Facebook, Inc.",250 Howard St Fl 3rd,San Francisco,CA,7/1/06,6/1/21,6/30/21,1 Hacker Way,Menlo Park,94025,CA,Information,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.393875 37.790283),108,1,10,8,108
Thinking Phone Networks Inc,Thinking Phone Networks Inc,54 Washburn Ave,Cambridge,MA,3/1/14,3/1/14,,242 Rangeline Rd,Longwood,32750,FL,,FALSE,FALSE,,,POINT (-71.13028 42.40003),,,,,
Lin Yvonne,Snackwalla,200 Townsend St Unit 36,San Francisco,CA,10/1/13,10/1/13,12/31/20,,,,,Multiple,FALSE,FALSE,6,South of Market,POINT (-122.39285 37.77881),32,1,10,34,32
Marks Andrea,Andrea Marks Photography,123 Carl St 101,San Francisco,CA,2/10/16,2/10/16,,123 Carl St Apt 101,San Francisco,94117,CA,,FALSE,FALSE,5,Haight Ashbury,POINT (-122.45062 37.765686),29,7,11,3,29
"Huizhong Trade Co, Llc.",Huizhong Trade Co Llc,2883 San Bruno Ave,San Francisco,CA,1/28/20,10/26/20,,22 Jansen St,San Francisco,94133,CA,Retail Trade,FALSE,FALSE,9,Portola,POINT (-122.40267 37.7255),91,2,2,25,91
Verrinder F/griffith M,Frances Verrinder Lmft,3972 24th St,San Francisco,CA,2/15/14,3/1/21,,23 Newburg St,San Francisco,94131,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,8,Noe Valley,POINT (-122.43124 37.751503),84,3,5,22,84
Verrinder F/griffith M,Sfpsych,23 Newburg St,San Francisco,CA,2/15/14,1/1/15,,23 Newburg St,San Francisco,94131,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,8,Noe Valley,POINT (-122.433945 37.746243),84,9,5,22,84
Magic Teleprompting Inc,Magic Teleprompting,1390 Waller St,San Francisco,CA,9/1/88,9/1/88,1/1/19,1032 Irving St 1001,San Francisco,94122,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,5,Haight Ashbury,POINT (-122.44654 37.769127),25,7,11,3,25
Magic Teleprompting Inc,Khalsa Brain Games,1390 Waller St,San Francisco,CA,9/1/88,9/6/95,1/1/20,1032 Irving St 1001,San Francisco,94122,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,5,Haight Ashbury,POINT (-122.44654 37.769127),25,7,11,3,25
Dale Scott & Co Inc,Ds&c,548 Market St Ste 4441,San Francisco,CA,3/6/88,3/1/21,3/1/21,548 Market St 44410 #,San Francisco,94104,CA,Financial Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.399826 37.79059),108,6,3,8,108
Sterling Bank Services Inc,Sterling Bank Services Inc,3075 St Thomas Dr,Missoula,MT,6/1/00,6/1/00,5/8/19,3010 Santa Fe Ct,Missoula,59808,MT,,FALSE,FALSE,,,POINT (-114.05239 46.817513),,,,,
Go Randall,Dr Randall Go,2458 Mission St,San Francisco,CA,1/1/02,12/1/04,,2458 Mission St,San Francisco,94110,CA,Private Education and Health Services,FALSE,FALSE,9,Mission,POINT (-122.419 37.7577),53,3,2,20,53
Quezada Reina M,Amazon General Cleaning Servic,217 Beverly St,San Francisco,CA,1/14/02,1/14/02,,72 Scotia Ave,San Francisco,94124,CA,Certain Services,FALSE,FALSE,11,Oceanview/Merced/Ingleside,POINT (-122.47169 37.720024),64,10,1,24,64
Reynolds J & Ffoulkes Peter,Period Pieces,2586 36th Ave,San Francisco,CA,1/1/08,1/1/08,,2586 36th Ave,San Francisco,94116,CA,Retail Trade,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.49363 37.738815),40,10,7,35,40
Debbie J Milligan,Gosfrentals.com,2740 Greenwich St Apt 103,San Francisco,CA,3/7/21,3/7/21,,2740 Greenwich St 103 Apt,San Francisco,94123,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,2,Marina,POINT (-122.44484 37.797836),14,4,6,13,14
Jacobs Remodel,Blas Optical Services,2133 Union St Bldg,San Francisco,CA,3/7/21,3/7/21,,14685 Oka Rd 4 Bldg,Los Gatos,95032,CA,Construction,FALSE,FALSE,2,Marina,POINT (-122.43442 37.7972),15,4,6,13,15
Young James V,Young James V,2929 Market St,San Francisco,CA,9/6/88,9/6/88,1/1/20,,,,,Construction,FALSE,FALSE,8,Castro/Upper Market,POINT (-122.44051 37.761013),115,3,5,5,115
Ultimate Flowers Inc,Fiori Studios,2314 Chestnut St,San Francisco,CA,1/1/10,1/1/10,6/25/15,2314 Chestnut St,San Francisco,94123,CA,Retail Trade,FALSE,FALSE,2,Marina,POINT (-122.4415 37.800175),17,4,6,13,17
Family Style Inc.,Gabriella's Pizza,3242 22nd St,San Francisco,CA,8/3/20,8/3/20,,8605 Santa Monica Blvd 23132,West Hollywood,90069,CA,Food Services,FALSE,FALSE,9,Mission,POINT (-122.41964 37.755405),53,3,2,20,53
Ultimate Flowers Inc,Fiori Events,2314 Chestnut St,San Francisco,CA,1/1/10,1/1/10,6/25/15,2314 Chestnut St,San Francisco,94123,CA,Retail Trade,FALSE,FALSE,2,Marina,POINT (-122.4415 37.800175),17,4,6,13,17
Ultimate Flowers Inc,Fiori Events,2314 Chestnut St,San Francisco,CA,1/1/10,6/25/15,,2314 Chestnut St,San Francisco,94123,CA,Retail Trade,FALSE,FALSE,2,Marina,POINT (-122.4415 37.800175),17,4,6,13,17
Cheng Hang Tang,Dragon House,455 Grant Ave,San Francisco,CA,10/1/88,10/1/88,,455 Grant Ave,San Francisco,94108,CA,Wholesale Trade,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.405685 37.791065),104,6,3,8,104
Loi Phuc,Loi Electric Co,67 Dorado Ter,San Francisco,CA,9/8/88,9/8/88,,67 Dorado Ter,San Francisco,94112,CA,Certain Services,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.460754 37.726536),68,10,8,41,68
Jacobs Remodel,Alla & Vadim Kagansky,5407 Diamond Heights Blvd Bldg,San Francisco,CA,3/7/21,3/7/21,,14685 Oka Rd 4 Bldg,Los Gatos,95032,CA,Construction,FALSE,FALSE,8,Glen Park,POINT (-122.43548 37.741405),59,9,5,10,59
Fung Kwan Lau,Provide Physical Therapy,81 Minerva St,San Francisco,CA,9/28/20,9/28/20,2/20/21,,,,,Private Education and Health Services,FALSE,FALSE,11,Oceanview/Merced/Ingleside,POINT (-122.45555 37.715714),81,10,1,24,81
Louie Gene,Louies Produce Co,371 12th Ave,San Francisco,CA,1/1/85,9/1/09,12/31/20,,,,,Retail Trade,FALSE,FALSE,1,Inner Richmond,POINT (-122.47079 37.78131),5,8,4,11,5
Christopher Stagnaro,Wash Palace,1176 Tuolumne Ct,Millbrae,CA,3/7/21,3/7/21,,1176 Tuolumne Ct,Millbrae,94030,CA,,FALSE,FALSE,,,POINT (-122.41235 37.596973),,,,,
Pham Dao V,Dao Pham,3898 California St,San Francisco,CA,11/1/09,6/27/21,,9932 Great Skua Way,Elk Grove,95757,CA,,FALSE,FALSE,2,Presidio Heights,POINT (-122.45907 37.78572),10,8,6,31,10
Obrien Liam,Liam Obrien,4114 17th St,San Francisco,CA,2/1/08,2/1/08,,4114 17th St,San Francisco,94114,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,8,Castro/Upper Market,POINT (-122.4377 37.76236),113,7,5,5,113
Fitzgerald Electro-Mech Co In,Fitzgerald Elect-Mech Co Inc,6 S Linden Ave 4,Mexico,,10/20/88,10/20/88,6/30/20,,,,,,FALSE,FALSE,,,POINT (-99.047104 19.424545),,,,,
Nch Corp,Nch Corp,2727 Chemsearch Blvd,Irving,TX,7/1/87,7/1/87,,Po Box 152170,Irving,75015,TX,Wholesale Trade,FALSE,FALSE,,,POINT (-96.92336 32.842373),,,,,
Golden Island Jewelry Inc,Realism,72 Apparel Way,San Francisco,CA,7/1/97,4/1/11,12/28/20,,,,,Retail Trade,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.40347 37.74005),82,2,9,1,82
Pagan Edelmiro,Pagan Construction Llc,44 San Pedro Rd,San+rafael,CA,7/9/12,12/1/17,,44 N San Pedro Rd,San Rafael,94903,CA,Construction,FALSE,FALSE,,,POINT (-122.529015 37.995907),,,,,
Sakada Inc,Babyjellybeans,449 Ashbury St,San Francisco,CA,8/1/02,9/1/05,,449 Ashbury St,San Francisco,94117,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,5,Haight Ashbury,POINT (-122.44725 37.771408),25,7,11,3,25
Lee Lolita S,Gold Coin Trading Co,874 Pacific Ave,San Francisco,CA,8/15/02,9/1/03,,874 Pacific Ave,San Francisco,94133,CA,Retail Trade,FALSE,FALSE,3,Chinatown,POINT (-122.40961 37.79658),104,6,3,6,104
Chen Phyllis F,Mission Terrace Dental,1794 San Jose Ave,San Francisco,CA,10/4/02,10/20/04,,1794 San Jose Ave,San Francisco,94112,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,11,Outer Mission,POINT (-122.43993 37.72904),94,9,1,28,94
Gifted And Brown Llc,Made In The City Produce,5750 Mission St,San Francisco,CA,3/1/21,3/7/21,,5750 Mission St,San Francisco,94112,CA,Multiple,FALSE,FALSE,11,Outer Mission,POINT (-122.45021 37.70967),66,9,1,28,66
Ana Zambrano-Sanchez,Kickyb Llc,399 Fremont St Apt 425,San Francisco,CA,12/30/20,12/30/20,,399 Fremont St 425 Apt,San Francisco,94105,CA,,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39211 37.78685),30,1,10,8,30
Db Autobody & Performance Inc,Db Autobody & Performance Inc,2220 Revere Ave,San Francisco,CA,10/1/02,10/1/02,,2220 Revere Ave,San Francisco,94124,CA,,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.40144 37.7381),87,2,9,1,87
Romanov Edward,Happy Childhood,2268 17th Ave,San Francisco,CA,10/10/02,2/26/08,2/20/20,1410 Noriega St,San Francisco,94122,CA,,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.473694 37.745617),44,10,8,41,44
Samantha Wiebort,Early Childhood Visuals,1001 Mariposa St Unit 302,San Francisco,CA,3/5/21,3/5/21,,1001 Mariposa St 302 Unit,San Francisco,94107,CA,,FALSE,FALSE,10,Potrero Hill,POINT (-122.39384 37.76399),54,2,9,26,54
North Coast Medical Inc,"North Coast Medical, Inc.",780 Jarvis Dr Ste 100,Morgan+hill,CA,7/30/01,1/1/18,,780 Jarvis Dr 100 Ste,Morgan Hill,95037,CA,Retail Trade,FALSE,FALSE,,,POINT (-121.65128 37.14517),,,,,
Yuo Sang H,U & I Auto Safety Center,758 Bryant St,San Francisco,CA,12/1/88,11/1/11,,758 Bryant St,San Francisco,94107,CA,,FALSE,FALSE,6,South of Market,POINT (-122.40155 37.776848),32,1,10,34,32
Priti Tripathi Architects Inc,"Priti Tripathi Architects, Inc.",479 28th St,San Francisco,CA,4/22/09,7/1/16,,337 Kensington Way,San Francisco,94127,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,8,Noe Valley,POINT (-122.432945 37.744884),84,9,5,22,84
Priti Tripathi Architects Inc,Priti Tripathi Architects Inc,2601 Mission St 604,San Francisco,CA,4/22/09,4/22/09,6/1/12,337 Kensington Way,San Francisco,94127,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,9,Mission,POINT (-122.41871 37.75535),53,3,2,20,53
Dang Triet Minh,New York Nails,3483 Mission St,San Francisco,CA,10/15/02,10/15/02,,3483 Mission St,San Francisco,94110,CA,Certain Services,FALSE,FALSE,9,Bernal Heights,POINT (-122.42266 37.74124),83,9,2,2,83
Sammons Nathan S,Down To Earth Landscapes,594 44th Ave,San Francisco,CA,7/21/08,7/21/08,4/16/21,,,,,Construction,FALSE,FALSE,1,Outer Richmond,POINT (-122.50493 37.7774),6,8,4,29,6
C&a Ventures Inc,Delfina Restaurant Group,3621 18th St,San Francisco,CA,9/15/08,10/14/16,,3672 18th St 1 Apt,San Francisco,94110,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,8,Mission,POINT (-122.42428 37.76151),37,3,5,20,37
Prefund.org,Potrero Residents Education Fu,465 Missouri St,San Francisco,CA,4/24/09,4/24/09,,1459 18th St #18,San Francisco,94107,CA,Private Education and Health Services,FALSE,FALSE,10,Potrero Hill,POINT (-122.39629 37.760498),54,2,9,26,54
K J Woods Construction Inc,K J Woods Construction Inc,1485 Bay Shore Blvd Ste 149,San Francisco,CA,1/1/96,3/14/10,6/1/20,Po Box 947,South San Francisco,94083,CA,Construction,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.40152 37.725815),86,2,9,1,86
"Reup Education, Inc.","Reup Education, Inc.",2 Shaw Aly Fl 2nd,San Francisco,CA,7/1/17,7/1/17,6/30/19,,,,,Private Education and Health Services,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.398506 37.7889),32,1,10,8,32
Subramaniam Thileepan,Art Multimedia Systems,611 Guerrero St 5,San Francisco,CA,9/16/11,12/12/19,,2876 25th St,San Francisco,94110,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,8,Mission,POINT (-122.4237 37.76134),37,3,5,20,37
Okada Yukik0,Atelier Yuki,210 Post St Ste 1109,San Francisco,CA,7/15/12,7/15/12,8/1/20,1651 Larkin St #5 Apt,San Francisco,94109,CA,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40547 37.78869),19,6,3,8,19
Asis Anne A,Law Office Of Anne Asis,155 Sansome St #500,San Francisco,CA,8/1/12,5/23/18,3/1/21,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40088 37.791676),108,6,3,8,108
In Focus In Bloom Llc,Nancy Liu Chin Designs,640 Brannan Street  Unit 39,San Francisco,CA,1/2/04,3/13/16,7/31/20,175 Langton St Apt 6,San Francisco,94103,CA,,FALSE,FALSE,6,South of Market,POINT (-122.399704 37.775856),32,1,10,34,32
Bakers Of Paris Inc,Bakers Of Paris Inc,99 Parklane Brisbane Ca,Brisbane,CA,1/1/83,1/1/05,3/21/20,,,,,Food Services,FALSE,FALSE,,,POINT (-122.40401 37.686073),,,,,
Argent Group Ltd,Argent Group Ltd,100 Pine St 2820,San Francisco,CA,11/1/82,7/16/99,2/1/12,,,,,Financial Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.398705 37.79242),108,6,3,8,108
Paul J Olszewski,Valencia Cyclery,1065 Valencia St,San Francisco,CA,5/20/85,5/20/85,,1077 Valencia St,San Francisco,94110,CA,Retail Trade,FALSE,FALSE,9,Mission,POINT (-122.42098 37.755833),53,3,2,20,53
Titus Richard,Artificial,323 Noe St,San Francisco,CA,1/1/87,1/1/10,9/1/20,0000 Undeliverable Mail,San Francisco,99999,CA,Certain Services,FALSE,FALSE,8,Castro/Upper Market,POINT (-122.43303 37.763794),38,3,5,5,38
Chan Theresa C,Theresa C Chan,101 Utah St Ste 232,San Francisco,CA,9/1/02,1/1/03,12/31/20,,,,,Multiple,FALSE,FALSE,10,Mission,POINT (-122.40675 37.768326),33,3,9,20,33
Titus Richard,Six,323 Noe St,San Francisco,CA,1/1/87,3/10/14,9/1/20,0000 Undeliverable Mail,San Francisco,99999,CA,Certain Services,FALSE,FALSE,8,Castro/Upper Market,POINT (-122.43303 37.763794),38,3,5,5,38
Integrity Air Systems Corp,Integrity Air Systems,25634 Nickel Pl Unit C,Hayward,CA,1/1/10,1/1/10,12/31/14,4777 Bennett Dr G Ste,Livermore,94551,CA,Construction,FALSE,FALSE,,,POINT (-122.12359 37.632378),,,,,
Jennifer Filenius,My Dog Walker Sf,750 Prairie Creek Dr,Pacifica,CA,5/9/18,5/9/18,,95 Clarendon Rd 7 Apt,Pacifica,94044,CA,,FALSE,FALSE,,,POINT (-122.46069 37.58916),,,,,
Jessup David,Green Collar Guy Designs,9347 Sugarloaf Rd,Boulder,CO,1/1/11,1/1/11,,9347 Sugarloaf Rd,Boulder,80302,CO,"Arts, Entertainment, and Recreation",FALSE,FALSE,,,POINT (-105.482445 39.993465),,,,,
Guide By Cell Inc,Guide By Cell,405 Sansome St Fl 4,San Francisco,CA,3/3/07,3/3/07,,5610 A Granny White Pike,Brentwood,37027,TN,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Chinatown,POINT (-122.40137 37.794094),108,6,3,6,108
Guide By Cell Inc,Guide By Cell,300 Beale St Apt 608,San Francisco,CA,3/3/07,3/3/07,,5610 A Granny White Pike,Brentwood,37027,TN,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39267 37.788605),30,1,10,8,30
Stellar Services Inc,Stellar Services Inc,582 Market St Ste 1217,San Francisco,CA,8/1/12,8/1/12,5/30/20,70 W 36th St Ste 702,New York,10018,NY,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40166 37.789143),108,6,3,8,108
Roberts Jonathan,Law Office Of Jonathan D Roberts,1388 Sutter St #805,San Francisco,CA,7/1/13,1/1/14,3/1/21,2350 Vicente St,San Francisco,94116,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,2,Western Addition,POINT (-122.42315 37.7874),100,4,6,39,100
Wong Henry,1277 9th Av Apts,1277 9th Ave,San+francisco,CA,10/1/68,10/1/68,,424 Hamilton St,San Francisco,94134,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,5,Inner Sunset,POINT (-122.46668 37.764515),109,10,11,14,109
Paul J Olszewski,Valencia Cyclery,1077 Valencia St,San Francisco,CA,5/20/85,11/1/88,,1077 Valencia St,San Francisco,94110,CA,Retail Trade,FALSE,FALSE,9,Mission,POINT (-122.42097 37.755672),53,3,2,20,53
Diffley Vincent Joe,By The Bay Storage,2440 Newcomb Ave,San+francisco,CA,5/1/87,10/1/14,1/6/20,,,,,Transportation and Warehousing,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.40272 37.742737),85,2,9,1,85
Bon Appetit Management Co,Sam's/paper Lantern 600,1 Warriors Way Lvl 600 South,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Macklin Betty J,Sidney,2174 Sutter St,San Francisco,CA,11/15/88,11/15/88,4/20/15,422 34th Ave,San Francisco,94121,CA,Certain Services,FALSE,FALSE,2,Pacific Heights,POINT (-122.436104 37.78575),103,4,6,30,103
Pro Power Electric,Pro Power Electric,176 Saint Marks Ct,Daly+city,CA,6/2/16,6/2/16,,176 Saint Marks Ct,Daly City,94015,CA,Construction,FALSE,FALSE,,,POINT (-122.48053 37.684036),,,,,
Mcgary Andrea D,Andrea D Mcgary & Associates,505 Montgomery St Fl 11,San Francisco,CA,4/1/06,7/1/06,,505 Montgomery St 11 #,San Francisco,94111,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Chinatown,POINT (-122.403015 37.793884),104,6,3,6,104
